ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000177752	ENSMUSG00000029158	ENSRNOG00000002224	ENSOCUG00000017913	ENSCPOG00000014265	ENSSTOG00000003293	ENSMLUG00000007205	ENSPVAG00000010261	ENSECAG00000021919	ENSCAFG00000001832	ENSMICG00000016710	ENSOGAG00000014571	ENSGGOG00000004096
ENSG00000092931	ENSMUSG00000020818	ENSRNOG00000000247	ENSOCUG00000015718	ENSCPOG00000004236	ENSSTOG00000001451	ENSMLUG00000009771	ENSPVAG00000014266	ENSECAG00000011098	ENSCAFG00000005155	ENSMICG00000016959	ENSOGAG00000013289	ENSGGOG00000014390
ENSG00000158874	ENSMUSG00000005681	ENSRNOG00000003500	ENSOCUG00000013523	ENSCPOG00000015328	ENSSTOG00000025829	ENSMLUG00000004587	ENSPVAG00000005538	ENSECAG00000010163	ENSCAFG00000012886	ENSMICG00000007281	ENSOGAG00000013729	ENSGGOG00000005718
ENSG00000169914	ENSMUSG00000041161	ENSRNOG00000017037	ENSOCUG00000006571	ENSCPOG00000015069	ENSSTOG00000019922	ENSMLUG00000012386	ENSPVAG00000002578	ENSECAG00000019794	ENSCAFG00000015107	ENSMICG00000014380	ENSOGAG00000002447	ENSGGOG00000003507
ENSG00000130783	ENSMUSG00000061882	ENSRNOG00000038002	ENSOCUG00000002256	ENSCPOG00000021876	ENSSTOG00000014132	ENSMLUG00000002099	ENSPVAG00000001293	ENSECAG00000000546	ENSCAFG00000007817	ENSMICG00000009693	ENSOGAG00000026690	ENSGGOG00000000255
ENSG00000173769	ENSMUSG00000094985	ENSRNOG00000025601	ENSOCUG00000009016	ENSCPOG00000001921	ENSSTOG00000027179	ENSMLUG00000001186	ENSPVAG00000013590	ENSECAG00000022033	ENSCAFG00000004424	ENSMICG00000016390	ENSOGAG00000033226	ENSGGOG00000025876
ENSG00000149970	ENSMUSG00000025658	ENSRNOG00000007014	ENSOCUG00000014660	ENSCPOG00000009806	ENSSTOG00000011389	ENSMLUG00000004159	ENSPVAG00000017846	ENSECAG00000000149	ENSCAFG00000013228	ENSMICG00000002912	ENSOGAG00000015464	ENSGGOG00000013768
ENSG00000196338	ENSMUSG00000031302	ENSRNOG00000003812	ENSOCUG00000006811	ENSCPOG00000006193	ENSSTOG00000015853	ENSMLUG00000006994	ENSPVAG00000016498	ENSECAG00000020995	ENSCAFG00000017010	ENSMICG00000014073	ENSOGAG00000027118	ENSGGOG00000013305
ENSG00000164509	ENSMUSG00000050377	ENSRNOG00000042080	ENSOCUG00000007830	ENSCPOG00000006477	ENSSTOG00000004966	ENSMLUG00000012003	ENSPVAG00000002451	ENSECAG00000016934	ENSCAFG00000006888	ENSMICG00000011557	ENSOGAG00000007597	ENSGGOG00000002985
ENSG00000109381	ENSMUSG00000037174	ENSRNOG00000010815	ENSOCUG00000003711	ENSCPOG00000009449	ENSSTOG00000025317	ENSMLUG00000009034	ENSPVAG00000017843	ENSECAG00000022077	ENSCAFG00000003733	ENSMICG00000005810	ENSOGAG00000008535	ENSGGOG00000015963
ENSG00000155749	ENSMUSG00000047528	ENSRNOG00000024917	ENSOCUG00000007135	ENSCPOG00000024803	ENSSTOG00000006296	ENSMLUG00000015546	ENSPVAG00000003274	ENSECAG00000008300	ENSCAFG00000012188	ENSMICG00000004479	ENSOGAG00000010736	ENSGGOG00000000211
ENSG00000158882	ENSMUSG00000005674	ENSRNOG00000003398	ENSOCUG00000013526	ENSCPOG00000015329	ENSSTOG00000003800	ENSMLUG00000004588	ENSPVAG00000005539	ENSECAG00000010180	ENSCAFG00000012902	ENSMICG00000007287	ENSOGAG00000013733	ENSGGOG00000005720
ENSG00000151806	ENSMUSG00000029208	ENSRNOG00000002207	ENSOCUG00000017915	ENSCPOG00000014267	ENSSTOG00000003301	ENSMLUG00000002116	ENSPVAG00000010262	ENSECAG00000019296	ENSCAFG00000001850	ENSMICG00000016714	ENSOGAG00000014573	ENSGGOG00000001699
ENSG00000120738	ENSMUSG00000038418	ENSRNOG00000019422	ENSOCUG00000008439	ENSCPOG00000027141	ENSSTOG00000028129	ENSMLUG00000016841	ENSPVAG00000008351	ENSECAG00000014338	ENSCAFG00000001254	ENSMICG00000012986	ENSOGAG00000033961	ENSGGOG00000008122
ENSG00000168906	ENSMUSG00000053907	ENSRNOG00000013520	ENSOCUG00000002361	ENSCPOG00000001533	ENSSTOG00000010796	ENSMLUG00000005348	ENSPVAG00000015346	ENSECAG00000007391	ENSCAFG00000007755	ENSMICG00000011458	ENSOGAG00000026925	ENSGGOG00000004936
ENSG00000100968	ENSMUSG00000023411	ENSRNOG00000020482	ENSOCUG00000015145	ENSCPOG00000014418	ENSSTOG00000002871	ENSMLUG00000011274	ENSPVAG00000007042	ENSECAG00000010992	ENSCAFG00000012375	ENSMICG00000014210	ENSOGAG00000006090	ENSGGOG00000008797
ENSG00000158258	ENSMUSG00000032452	ENSRNOG00000013471	ENSOCUG00000002557	ENSCPOG00000003011	ENSSTOG00000002012	ENSMLUG00000005298	ENSPVAG00000010217	ENSECAG00000022054	ENSCAFG00000007635	ENSMICG00000004737	ENSOGAG00000017033	ENSGGOG00000007929
ENSG00000179152	ENSMUSG00000046603	ENSRNOG00000004085	ENSOCUG00000013506	ENSCPOG00000004295	ENSSTOG00000010202	ENSMLUG00000001192	ENSPVAG00000013592	ENSECAG00000019292	ENSCAFG00000004423	ENSMICG00000013576	ENSOGAG00000012531	ENSGGOG00000000496
ENSG00000164707	ENSMUSG00000029843	ENSRNOG00000011184	ENSOCUG00000001867	ENSCPOG00000015296	ENSSTOG00000019964	ENSMLUG00000010988	ENSPVAG00000004935	ENSECAG00000015127	ENSCAFG00000003306	ENSMICG00000004972	ENSOGAG00000003166	ENSGGOG00000000373
ENSG00000115993	ENSMUSG00000026028	ENSRNOG00000010881	ENSOCUG00000000156	ENSCPOG00000007002	ENSSTOG00000002930	ENSMLUG00000004915	ENSPVAG00000003275	ENSECAG00000010581	ENSCAFG00000012217	ENSMICG00000013250	ENSOGAG00000010739	ENSGGOG00000003014
ENSG00000127472	ENSMUSG00000041193	ENSRNOG00000016838	ENSOCUG00000008356	ENSCPOG00000012644	ENSSTOG00000020588	ENSMLUG00000014923	ENSPVAG00000011948	ENSECAG00000006879	ENSCAFG00000023246	ENSMICG00000014408	ENSOGAG00000002452	ENSGGOG00000006921
ENSG00000167889	ENSMUSG00000043857	ENSRNOG00000024954	ENSOCUG00000023451	ENSCPOG00000008729	ENSSTOG00000022165	ENSMLUG00000024182	ENSPVAG00000014270	ENSECAG00000024072	ENSCAFG00000005165	ENSMICG00000003382	ENSOGAG00000002382	ENSGGOG00000012806
ENSG00000133958	ENSMUSG00000021198	ENSRNOG00000008728	ENSOCUG00000010963	ENSCPOG00000013060	ENSSTOG00000011184	ENSMLUG00000015403	ENSPVAG00000003421	ENSECAG00000018204	ENSCAFG00000017606	ENSMICG00000008305	ENSOGAG00000009437	ENSGGOG00000014427
ENSG00000109390	ENSMUSG00000037152	ENSRNOG00000038218	ENSOCUG00000004419	ENSCPOG00000026075	ENSSTOG00000023590	ENSMLUG00000009082	ENSPVAG00000009582	ENSECAG00000021948	ENSCAFG00000028661	ENSMICG00000006836	ENSOGAG00000008402	ENSGGOG00000004832
ENSG00000130787	ENSMUSG00000000915	ENSRNOG00000001091	ENSOCUG00000021172	ENSCPOG00000007153	ENSSTOG00000023230	ENSMLUG00000002111	ENSPVAG00000001294	ENSECAG00000008993	ENSCAFG00000007764	ENSMICG00000006476	ENSOGAG00000013702	ENSGGOG00000004939
ENSG00000160883	ENSMUSG00000025877	ENSRNOG00000026235	ENSOCUG00000000401	ENSCPOG00000010344	ENSSTOG00000004063	ENSMLUG00000014848	ENSPVAG00000017044	ENSECAG00000016508	ENSCAFG00000016584	ENSMICG00000001910	ENSOGAG00000006527	ENSGGOG00000002108
ENSG00000113013	ENSMUSG00000024359	ENSRNOG00000019525	ENSOCUG00000006655	ENSCPOG00000002363	ENSSTOG00000008769	ENSMLUG00000016852	ENSPVAG00000008354	ENSECAG00000007513	ENSCAFG00000001293	ENSMICG00000013013	ENSOGAG00000015869	ENSGGOG00000014154
ENSG00000152104	ENSMUSG00000026604	ENSRNOG00000003407	ENSOCUG00000015400	ENSCPOG00000013729	ENSSTOG00000024270	ENSMLUG00000017033	ENSPVAG00000009069	ENSECAG00000007687	ENSCAFG00000012530	ENSMICG00000011628	ENSOGAG00000017030	ENSGGOG00000000957
ENSG00000053918	ENSMUSG00000009545	ENSRNOG00000020532	ENSOCUG00000004492	ENSCPOG00000004952	ENSSTOG00000027060	ENSMLUG00000022657	ENSPVAG00000002051	ENSECAG00000024970	ENSCAFG00000010231	ENSMICG00000001066	ENSOGAG00000001375	ENSGGOG00000013377
ENSG00000163281	ENSMUSG00000029209	ENSRNOG00000002177	ENSOCUG00000017918	ENSCPOG00000005643	ENSSTOG00000027514	ENSMLUG00000011288	ENSPVAG00000010268	ENSECAG00000016016	ENSCAFG00000001871	ENSMICG00000013033	ENSOGAG00000014580	ENSGGOG00000015835
ENSG00000164758	ENSMUSG00000038622	ENSRNOG00000004844	ENSOCUG00000011890	ENSCPOG00000024786	ENSSTOG00000000638	ENSMLUG00000002592	ENSPVAG00000017221	ENSECAG00000022303	ENSCAFG00000000826	ENSMICG00000010568	ENSOGAG00000025376	ENSGGOG00000009161
ENSG00000115486	ENSMUSG00000053460	ENSRNOG00000012975	ENSOCUG00000002368	ENSCPOG00000001534	ENSSTOG00000010797	ENSMLUG00000005356	ENSPVAG00000015347	ENSECAG00000010458	ENSCAFG00000007720	ENSMICG00000011475	ENSOGAG00000010470	ENSGGOG00000004940
ENSG00000117215	ENSMUSG00000041202	ENSRNOG00000016826	ENSOCUG00000011594	ENSCPOG00000008870	ENSSTOG00000009231	ENSMLUG00000014929	ENSPVAG00000011949	ENSECAG00000003703	ENSCAFG00000015085	ENSMICG00000013117	ENSOGAG00000010487	ENSGGOG00000009015
ENSG00000204613	ENSMUSG00000073400	ENSRNOG00000000782	ENSOCUG00000015679	ENSCPOG00000000013	ENSSTOG00000001960	ENSMLUG00000011435	ENSPVAG00000010889	ENSECAG00000001467	ENSCAFG00000012200	ENSMICG00000002903	ENSOGAG00000001602	ENSGGOG00000016366
ENSG00000138468	ENSMUSG00000052917	ENSRNOG00000001616	ENSOCUG00000005266	ENSCPOG00000007909	ENSSTOG00000001297	ENSMLUG00000008565	ENSPVAG00000009883	ENSECAG00000011448	ENSCAFG00000029915	ENSMICG00000016568	ENSOGAG00000001812	ENSGGOG00000009993
ENSG00000158786	ENSMUSG00000028749	ENSRNOG00000016798	ENSOCUG00000004126	ENSCPOG00000025070	ENSSTOG00000027609	ENSMLUG00000014933	ENSPVAG00000011950	ENSECAG00000020964	ENSCAFG00000015097	ENSMICG00000008233	ENSOGAG00000029144	ENSGGOG00000013827
ENSG00000134352	ENSMUSG00000021756	ENSRNOG00000013963	ENSOCUG00000007839	ENSCPOG00000013354	ENSSTOG00000005009	ENSMLUG00000010239	ENSPVAG00000002454	ENSECAG00000019750	ENSCAFG00000006897	ENSMICG00000011533	ENSOGAG00000007603	ENSGGOG00000003727
ENSG00000082146	ENSMUSG00000026027	ENSRNOG00000010728	ENSOCUG00000022279	ENSCPOG00000013028	ENSSTOG00000021132	ENSMLUG00000017558	ENSPVAG00000003277	ENSECAG00000018298	ENSCAFG00000012286	ENSMICG00000013292	ENSOGAG00000010744	ENSGGOG00000012183
ENSG00000164134	ENSMUSG00000063273	ENSRNOG00000012385	ENSOCUG00000017331	ENSCPOG00000013184	ENSSTOG00000015163	ENSMLUG00000009086	ENSPVAG00000009583	ENSECAG00000019842	ENSCAFG00000003716	ENSMICG00000014119	ENSOGAG00000010139	ENSGGOG00000008676
ENSG00000151834	ENSMUSG00000000560	ENSRNOG00000002349	ENSOCUG00000002576	ENSCPOG00000023215	ENSSTOG00000004767	ENSMLUG00000011304	ENSPVAG00000012040	ENSECAG00000000924	ENSCAFG00000025069	ENSMICG00000013839	ENSOGAG00000005115	ENSGGOG00000006837
ENSG00000155893	ENSMUSG00000043587	ENSRNOG00000012480	ENSOCUG00000007855	ENSCPOG00000010807	ENSSTOG00000024318	ENSMLUG00000012502	ENSPVAG00000017497	ENSECAG00000010807	ENSCAFG00000007661	ENSMICG00000001335	ENSOGAG00000009393	ENSGGOG00000001732
ENSG00000024862	ENSMUSG00000059554	ENSRNOG00000012885	ENSOCUG00000010302	ENSCPOG00000026451	ENSSTOG00000021039	ENSMLUG00000003625	ENSPVAG00000012454	ENSECAG00000014319	ENSCAFG00000000277	ENSMICG00000008963	ENSOGAG00000014575	ENSGGOG00000013371
ENSG00000113761	ENSMUSG00000021481	ENSRNOG00000016867	ENSOCUG00000013360	ENSCPOG00000002813	ENSSTOG00000000428	ENSMLUG00000005597	ENSPVAG00000006690	ENSECAG00000008904	ENSCAFG00000016541	ENSMICG00000007633	ENSOGAG00000009061	ENSGGOG00000015260
ENSG00000147130	ENSMUSG00000031310	ENSRNOG00000003707	ENSOCUG00000012396	ENSCPOG00000010256	ENSSTOG00000015858	ENSMLUG00000007032	ENSPVAG00000016500	ENSECAG00000000294	ENSCAFG00000017043	ENSMICG00000014095	ENSOGAG00000013708	ENSGGOG00000006825
ENSG00000175785	ENSMUSG00000041669	ENSRNOG00000008915	ENSOCUG00000028021	ENSCPOG00000013074	ENSSTOG00000012880	ENSMLUG00000015432	ENSPVAG00000003429	ENSECAG00000015769	ENSCAFG00000032722	ENSMICG00000008347	ENSOGAG00000009455	ENSGGOG00000014479
ENSG00000184374	ENSMUSG00000038591	ENSRNOG00000008591	ENSOCUG00000024595	ENSCPOG00000001415	ENSSTOG00000001872	ENSMLUG00000002946	ENSPVAG00000016015	ENSECAG00000018266	ENSCAFG00000031108	ENSMICG00000004072	ENSOGAG00000002035	ENSGGOG00000007054
ENSG00000109158	ENSMUSG00000029211	ENSRNOG00000002336	ENSOCUG00000025314	ENSCPOG00000009388	ENSSTOG00000001951	ENSMLUG00000006648	ENSPVAG00000001396	ENSECAG00000023424	ENSCAFG00000024571	ENSMICG00000017780	ENSOGAG00000013796	ENSGGOG00000026219
ENSG00000136999	ENSMUSG00000037362	ENSRNOG00000008697	ENSOCUG00000010693	ENSCPOG00000012095	ENSSTOG00000010067	ENSMLUG00000006279	ENSPVAG00000003711	ENSECAG00000023039	ENSCAFG00000030440	ENSMICG00000017290	ENSOGAG00000007651	ENSGGOG00000002777
ENSG00000118640	ENSMUSG00000050732	ENSRNOG00000012748	ENSOCUG00000002375	ENSCPOG00000001409	ENSSTOG00000005962	ENSMLUG00000005363	ENSPVAG00000015348	ENSECAG00000009514	ENSCAFG00000007692	ENSMICG00000011484	ENSOGAG00000012281	ENSGGOG00000004945
ENSG00000150967	ENSMUSG00000029408	ENSRNOG00000001082	ENSOCUG00000006448	ENSCPOG00000022172	ENSSTOG00000010395	ENSMLUG00000016599	ENSPVAG00000001299	ENSECAG00000012796	ENSCAFG00000007676	ENSMICG00000006491	ENSOGAG00000015944	ENSGGOG00000000482
ENSG00000082482	ENSMUSG00000037624	ENSRNOG00000002653	ENSOCUG00000008629	ENSCPOG00000014507	ENSSTOG00000010156	ENSMLUG00000007701	ENSPVAG00000010314	ENSECAG00000023472	ENSCAFG00000012614	ENSMICG00000004889	ENSOGAG00000008190	ENSGGOG00000022229
ENSG00000100628	ENSMUSG00000021200	ENSRNOG00000009012	ENSOCUG00000025995	ENSCPOG00000002180	ENSSTOG00000019575	ENSMLUG00000015443	ENSPVAG00000013781	ENSECAG00000018656	ENSCAFG00000017612	ENSMICG00000008355	ENSOGAG00000031214	ENSGGOG00000015416
ENSG00000044115	ENSMUSG00000037815	ENSRNOG00000005796	ENSOCUG00000007744	ENSCPOG00000013390	ENSSTOG00000001036	ENSMLUG00000012995	ENSPVAG00000001973	ENSECAG00000023991	ENSCAFG00000001315	ENSMICG00000013026	ENSOGAG00000011865	ENSGGOG00000012810
ENSG00000107829	ENSMUSG00000040913	ENSRNOG00000017343	ENSOCUG00000015386	ENSCPOG00000005507	ENSSTOG00000011495	ENSMLUG00000004952	ENSPVAG00000006480	ENSECAG00000020477	ENSCAFG00000009911	ENSMICG00000007388	ENSOGAG00000033125	ENSGGOG00000005039
ENSG00000160867	ENSMUSG00000005320	ENSRNOG00000016763	ENSOCUG00000003380	ENSCPOG00000022113	ENSSTOG00000000431	ENSMLUG00000005601	ENSPVAG00000006688	ENSECAG00000020869	ENSCAFG00000016518	ENSMICG00000015371	ENSOGAG00000011435	ENSGGOG00000002917
ENSG00000168899	ENSMUSG00000073002	ENSRNOG00000012659	ENSOCUG00000025906	ENSCPOG00000021802	ENSSTOG00000005966	ENSMLUG00000028456	ENSPVAG00000015351	ENSECAG00000007788	ENSCAFG00000007689	ENSMICG00000011486	ENSOGAG00000012283	ENSGGOG00000004951
ENSG00000090432	ENSMUSG00000041241	ENSRNOG00000016010	ENSOCUG00000000628	ENSCPOG00000014167	ENSSTOG00000015669	ENSMLUG00000002796	ENSPVAG00000013853	ENSECAG00000015506	ENSCAFG00000015058	ENSMICG00000010573	ENSOGAG00000013119	ENSGGOG00000006689
ENSG00000205531	ENSMUSG00000059119	ENSRNOG00000020615	ENSOCUG00000005624	ENSCPOG00000026000	ENSSTOG00000014135	ENSMLUG00000001214	ENSPVAG00000009190	ENSECAG00000000817	ENSCAFG00000010256	ENSMICG00000003349	ENSOGAG00000000085	ENSGGOG00000013223
ENSG00000155903	ENSMUSG00000032413	ENSRNOG00000011909	ENSOCUG00000001219	ENSCPOG00000014013	ENSSTOG00000010098	ENSMLUG00000007834	ENSPVAG00000008023	ENSECAG00000010845	ENSCAFG00000007674	ENSMICG00000001345	ENSOGAG00000002470	ENSGGOG00000023738
ENSG00000095015	ENSMUSG00000021754	ENSRNOG00000013177	ENSOCUG00000009155	ENSCPOG00000015017	ENSSTOG00000007184	ENSMLUG00000011693	ENSPVAG00000009720	ENSECAG00000006890	ENSCAFG00000006917	ENSMICG00000000427	ENSOGAG00000002694	ENSGGOG00000014603
ENSG00000081154	ENSMUSG00000071533	ENSRNOG00000028411	ENSOCUG00000017397	ENSCPOG00000010610	ENSSTOG00000024435	ENSMLUG00000005878	ENSPVAG00000009886	ENSECAG00000009987	ENSCAFG00000009593	ENSMICG00000008072	ENSOGAG00000001821	ENSGGOG00000024913
ENSG00000169019	ENSMUSG00000029213	ENSRNOG00000002320	ENSOCUG00000008834	ENSCPOG00000015113	ENSSTOG00000001221	ENSMLUG00000011376	ENSPVAG00000001402	ENSECAG00000020380	ENSCAFG00000001899	ENSMICG00000007853	ENSOGAG00000013803	ENSGGOG00000024374
ENSG00000145391	ENSMUSG00000037111	ENSRNOG00000013045	ENSOCUG00000009367	ENSCPOG00000019559	ENSSTOG00000004420	ENSMLUG00000008810	ENSPVAG00000009291	ENSECAG00000019219	ENSCAFG00000003703	ENSMICG00000007056	ENSOGAG00000012216	ENSGGOG00000011774
ENSG00000158825	ENSMUSG00000028755	ENSRNOG00000015677	ENSOCUG00000016246	ENSCPOG00000014170	ENSSTOG00000015673	ENSMLUG00000010295	ENSPVAG00000013856	ENSECAG00000013981	ENSCAFG00000015049	ENSMICG00000010577	ENSOGAG00000013122	ENSGGOG00000004033
ENSG00000168890	ENSMUSG00000055912	ENSRNOG00000011899	ENSOCUG00000007956	ENSCPOG00000025516	ENSSTOG00000023355	ENSMLUG00000026810	ENSPVAG00000015354	ENSECAG00000017462	ENSCAFG00000007680	ENSMICG00000011496	ENSOGAG00000012288	ENSGGOG00000004955
ENSG00000082126	ENSMUSG00000079550	ENSRNOG00000010486	ENSOCUG00000012470	ENSCPOG00000014262	ENSSTOG00000025322	ENSMLUG00000017563	ENSPVAG00000014029	ENSECAG00000022800	ENSCAFG00000012337	ENSMICG00000013369	ENSOGAG00000010759	ENSGGOG00000015025
ENSG00000158828	ENSMUSG00000028756	ENSRNOG00000015385	ENSOCUG00000006306	ENSCPOG00000024597	ENSSTOG00000015679	ENSMLUG00000011386	ENSPVAG00000013859	ENSECAG00000009170	ENSCAFG00000015045	ENSMICG00000010579	ENSOGAG00000013125	ENSGGOG00000014568
ENSG00000156273	ENSMUSG00000025612	ENSRNOG00000001582	ENSOCUG00000016716	ENSCPOG00000008737	ENSSTOG00000003942	ENSMLUG00000010419	ENSPVAG00000003585	ENSECAG00000000307	ENSCAFG00000008729	ENSMICG00000000647	ENSOGAG00000012819	ENSGGOG00000006094
ENSG00000085871	ENSMUSG00000074604	ENSRNOG00000013296	ENSOCUG00000009370	ENSCPOG00000027305	ENSSTOG00000004437	ENSMLUG00000008833	ENSPVAG00000008929	ENSECAG00000019195	ENSCAFG00000003702	ENSMICG00000007060	ENSOGAG00000006051	ENSGGOG00000004989
ENSG00000089723	ENSMUSG00000021203	ENSRNOG00000009117	ENSOCUG00000002601	ENSCPOG00000022719	ENSSTOG00000005336	ENSMLUG00000001148	ENSPVAG00000015100	ENSECAG00000023787	ENSCAFG00000017619	ENSMICG00000008371	ENSOGAG00000005837	ENSGGOG00000006732
ENSG00000078098	ENSMUSG00000000392	ENSRNOG00000005679	ENSOCUG00000005115	ENSCPOG00000011995	ENSSTOG00000004923	ENSMLUG00000009468	ENSPVAG00000002642	ENSECAG00000011790	ENSCAFG00000010387	ENSMICG00000005381	ENSOGAG00000012608	ENSGGOG00000015091
ENSG00000244038	ENSMUSG00000028757	ENSRNOG00000015079	ENSOCUG00000021391	ENSCPOG00000002786	ENSSTOG00000015681	ENSMLUG00000011399	ENSPVAG00000013862	ENSECAG00000019546	ENSCAFG00000015041	ENSMICG00000010587	ENSOGAG00000013135	ENSGGOG00000014576
ENSG00000089737	ENSMUSG00000041645	ENSRNOG00000009166	ENSOCUG00000002604	ENSCPOG00000005884	ENSSTOG00000005355	ENSMLUG00000001158	ENSPVAG00000015101	ENSECAG00000008887	ENSCAFG00000017624	ENSMICG00000008376	ENSOGAG00000005841	ENSGGOG00000006739
ENSG00000196782	ENSMUSG00000061143	ENSRNOG00000013333	ENSOCUG00000009376	ENSCPOG00000001624	ENSSTOG00000004454	ENSMLUG00000008845	ENSPVAG00000008931	ENSECAG00000019137	ENSCAFG00000003700	ENSMICG00000007067	ENSOGAG00000033459	ENSGGOG00000010453
ENSG00000169981	ENSMUSG00000057895	ENSRNOG00000032919	ENSOCUG00000004757	ENSCPOG00000010619	ENSSTOG00000015127	ENSMLUG00000011312	ENSPVAG00000013438	ENSECAG00000011523	ENSCAFG00000030878	ENSMICG00000005568	ENSOGAG00000014993	ENSGGOG00000012968
ENSG00000107831	ENSMUSG00000025219	ENSRNOG00000017524	ENSOCUG00000027864	ENSCPOG00000021533	ENSSTOG00000023351	ENSMLUG00000004959	ENSPVAG00000004035	ENSECAG00000010125	ENSCAFG00000009918	ENSMICG00000011733	ENSOGAG00000024920	ENSGGOG00000015108
ENSG00000117245	ENSMUSG00000028758	ENSRNOG00000014970	ENSOCUG00000001822	ENSCPOG00000025758	ENSSTOG00000015687	ENSMLUG00000011415	ENSPVAG00000013865	ENSECAG00000015396	ENSCAFG00000015035	ENSMICG00000010597	ENSOGAG00000013138	ENSGGOG00000014589
ENSG00000165671	ENSMUSG00000021488	ENSRNOG00000016680	ENSOCUG00000002775	ENSCPOG00000007928	ENSSTOG00000020045	ENSMLUG00000006970	ENSPVAG00000003826	ENSECAG00000011291	ENSCAFG00000016473	ENSMICG00000004362	ENSOGAG00000011442	ENSGGOG00000011744
ENSG00000153132	ENSMUSG00000002190	ENSRNOG00000003755	ENSOCUG00000006597	ENSCPOG00000006963	ENSSTOG00000003055	ENSMLUG00000014092	ENSPVAG00000016777	ENSECAG00000017686	ENSCAFG00000003696	ENSMICG00000007083	ENSOGAG00000012402	ENSGGOG00000006153
ENSG00000144815	ENSMUSG00000075033	ENSRNOG00000001608	ENSOCUG00000000131	ENSCPOG00000011562	ENSSTOG00000019806	ENSMLUG00000017459	ENSPVAG00000009893	ENSECAG00000021396	ENSCAFG00000009622	ENSMICG00000002299	ENSOGAG00000007139	ENSGGOG00000017141
ENSG00000144802	ENSMUSG00000035356	ENSRNOG00000031163	ENSOCUG00000000133	ENSCPOG00000009725	ENSSTOG00000028644	ENSMLUG00000017089	ENSPVAG00000009894	ENSECAG00000011496	ENSCAFG00000009634	ENSMICG00000002305	ENSOGAG00000025293	ENSGGOG00000003769
ENSG00000111325	ENSMUSG00000023707	ENSRNOG00000001081	ENSOCUG00000000487	ENSCPOG00000004572	ENSSTOG00000026160	ENSMLUG00000012645	ENSPVAG00000001301	ENSECAG00000022293	ENSCAFG00000007668	ENSMICG00000006497	ENSOGAG00000015948	ENSGGOG00000000483
ENSG00000168883	ENSMUSG00000056305	ENSRNOG00000010930	ENSOCUG00000010070	ENSCPOG00000009315	ENSSTOG00000015986	ENSMLUG00000005367	ENSPVAG00000015356	ENSECAG00000002856	ENSCAFG00000007667	ENSMICG00000011500	ENSOGAG00000012291	ENSGGOG00000001377
ENSG00000114126	ENSMUSG00000032411	ENSRNOG00000011241	ENSOCUG00000016458	ENSCPOG00000013203	ENSSTOG00000013241	ENSMLUG00000014707	ENSPVAG00000003327	ENSECAG00000021725	ENSCAFG00000007742	ENSMICG00000001576	ENSOGAG00000000168	ENSGGOG00000007878
ENSG00000146006	ENSMUSG00000071862	ENSRNOG00000019732	ENSOCUG00000007751	ENSCPOG00000015033	ENSSTOG00000001043	ENSMLUG00000013005	ENSPVAG00000001974	ENSECAG00000007331	ENSCAFG00000032660	ENSMICG00000013042	ENSOGAG00000000447	ENSGGOG00000023908
ENSG00000173567	ENSMUSG00000067642	ENSRNOG00000024766	ENSOCUG00000012452	ENSCPOG00000000855	ENSSTOG00000001610	ENSMLUG00000010022	ENSPVAG00000002839	ENSECAG00000007460	ENSCAFG00000004328	ENSMICG00000006761	ENSOGAG00000005448	ENSGGOG00000011154
ENSG00000179387	ENSMUSG00000035151	ENSRNOG00000028176	ENSOCUG00000006810	ENSCPOG00000001968	ENSSTOG00000022401	ENSMLUG00000009559	ENSPVAG00000016780	ENSECAG00000017466	ENSCAFG00000029846	ENSMICG00000003979	ENSOGAG00000006803	ENSGGOG00000024299
ENSG00000115267	ENSMUSG00000026896	ENSRNOG00000006227	ENSOCUG00000002863	ENSCPOG00000007154	ENSSTOG00000004953	ENSMLUG00000009505	ENSPVAG00000002643	ENSECAG00000007881	ENSCAFG00000010438	ENSMICG00000005405	ENSOGAG00000012611	ENSGGOG00000015893
ENSG00000145244	ENSMUSG00000005220	ENSRNOG00000002302	ENSOCUG00000008858	ENSCPOG00000006957	ENSSTOG00000001240	ENSMLUG00000006709	ENSPVAG00000011458	ENSECAG00000005039	ENSCAFG00000001907	ENSMICG00000010493	ENSOGAG00000006697	ENSGGOG00000011143
ENSG00000107833	ENSMUSG00000056209	ENSRNOG00000017622	ENSOCUG00000016819	ENSCPOG00000006301	ENSSTOG00000022621	ENSMLUG00000004961	ENSPVAG00000004038	ENSECAG00000007524	ENSCAFG00000009919	ENSMICG00000011739	ENSOGAG00000010001	ENSGGOG00000027500
ENSG00000120725	ENSMUSG00000024357	ENSRNOG00000019826	ENSOCUG00000007752	ENSCPOG00000014278	ENSSTOG00000009064	ENSMLUG00000005198	ENSPVAG00000001975	ENSECAG00000019628	ENSCAFG00000001330	ENSMICG00000013044	ENSOGAG00000011867	ENSGGOG00000012825
